id,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
34700,4,4,4,4,5,3,5,4,4,3,2,5,2,5,147,259
83889,4,4,5,2,3,2,4,2,2,5,2,2,2,5,0,0
91417,1,3,1,4,1,5,1,3,3,1,3,5,3,4,53,77
89741,3,5,3,5,1,3,1,1,4,5,3,1,1,1,85,80
37814,3,5,3,3,3,3,3,3,4,3,4,5,5,3,16,12
74867,3,4,4,2,4,4,4,4,3,3,4,4,5,4,0,0
79747,3,1,1,1,3,4,4,3,2,4,5,2,2,3,0,0
30699,1,5,1,2,1,1,1,1,1,2,5,4,1,1,52,79
10286,1,1,1,1,4,4,5,5,5,5,4,5,5,5,0,0
7445,3,5,3,4,4,3,4,4,5,2,5,3,5,4,0,3
57680,4,4,4,4,3,5,5,5,5,5,5,5,5,5,0,0
67508,5,5,1,5,4,4,4,4,5,3,4,4,5,4,0,16
26718,1,5,1,3,1,1,4,1,4,2,5,5,4,1,0,0
52423,3,5,3,4,2,3,4,5,5,3,5,4,5,5,5,16
5923,1,4,1,2,5,4,5,4,4,1,2,5,4,5,0,0
15814,4,4,4,3,4,4,4,4,2,5,2,2,5,4,1,6
32055,0,4,0,1,3,5,4,3,3,3,3,1,3,1,2,1
106406,2,3,2,2,1,1,5,3,3,2,3,4,3,5,4,4
73635,4,4,4,4,2,4,4,4,4,4,4,4,4,3,0,0
16759,3,3,3,3,4,4,4,4,1,5,3,1,5,4,66,68
7772,1,1,4,1,2,5,4,5,5,5,5,4,5,4,0,0
67826,3,3,3,3,3,4,2,3,3,3,3,1,3,4,0,3
89824,2,4,2,3,4,2,4,4,2,4,5,3,3,4,0,0
78634,1,1,1,1,4,4,4,4,2,5,4,4,5,4,235,222
95987,4,4,4,4,2,4,5,5,5,5,5,3,5,5,0,0
83619,2,5,2,4,2,2,2,2,3,3,4,1,3,2,0,0
113549,2,1,1,1,4,2,3,2,2,2,2,1,2,4,21,15
56817,2,2,2,3,2,2,2,2,3,4,4,4,4,2,0,0
34956,3,5,3,4,5,3,5,5,5,4,5,4,5,5,0,0
55788,2,2,2,2,5,5,5,4,5,4,5,5,5,5,0,0
96173,3,3,3,3,2,4,4,4,4,5,4,5,4,5,5,6
99997,4,4,4,4,3,5,5,4,4,4,4,4,4,5,7,6
81174,0,0,0,5,4,5,5,2,2,2,2,3,2,4,6,0
89220,5,5,5,1,1,5,1,1,5,4,4,3,5,1,9,2
72365,5,5,1,5,3,3,3,3,5,4,4,5,4,3,0,0
29105,3,5,3,2,2,3,2,2,3,2,2,5,2,2,0,0
20144,2,1,1,1,2,2,2,2,1,5,2,5,4,2,0,0
106519,2,0,2,3,2,2,5,1,4,3,4,5,1,5,113,203
87760,4,4,1,4,5,4,4,5,5,5,4,5,5,5,6,0
123588,2,2,2,2,5,2,5,5,3,2,1,3,2,5,18,6
11821,4,4,4,4,4,4,4,4,4,4,4,5,4,3,0,2
51905,4,4,4,4,5,4,1,4,4,4,4,1,4,2,25,24
81103,2,2,2,5,3,2,3,3,4,5,4,5,4,3,0,0
48033,1,3,1,2,2,1,2,2,5,2,1,1,1,2,0,0
42447,4,5,4,5,4,4,4,4,2,3,1,4,2,4,0,0
64181,5,5,5,5,2,3,2,2,4,3,5,4,4,2,0,0
77813,2,3,2,2,3,2,3,3,4,1,5,4,1,3,13,9
1747,1,5,1,3,4,4,4,2,2,1,2,5,2,4,0,0
57664,3,5,3,2,4,3,4,4,4,5,4,4,5,4,0,0
70049,2,5,2,2,2,2,2,2,3,2,4,3,5,2,0,0
26587,1,1,1,1,5,2,4,4,4,4,4,5,4,2,0,0
69270,2,1,2,4,4,2,4,4,1,3,4,3,3,4,30,47
111810,2,3,2,4,2,2,2,2,3,5,3,4,3,2,8,12
13702,3,1,3,2,2,2,1,3,3,3,3,1,3,1,5,28
21173,1,5,1,3,2,4,5,2,2,1,1,5,2,4,21,11
70121,2,2,2,2,3,4,4,5,5,5,5,4,5,4,0,0
39018,3,1,3,2,3,3,3,3,3,4,2,4,2,3,0,22
21375,3,4,4,4,4,2,3,3,3,3,3,4,3,1,5,1
67805,2,2,2,2,5,3,5,2,2,2,2,2,2,4,4,0
623,2,2,2,1,1,2,1,1,3,3,4,5,5,1,0,0
123379,2,2,5,2,5,5,5,3,3,3,3,5,3,3,0,0
121372,2,3,2,1,5,2,5,5,5,2,5,1,4,5,0,0
29324,2,5,2,4,3,5,4,3,3,2,3,4,3,5,0,0
126024,5,0,5,4,1,5,4,1,4,2,4,3,5,1,30,19
4967,2,4,2,4,4,5,4,3,3,2,3,5,3,3,9,0
5346,2,5,2,5,1,1,2,2,4,4,3,2,2,2,125,154
57729,1,1,1,1,5,5,5,5,4,2,5,4,5,5,5,3
25816,1,3,3,3,5,1,3,1,1,1,1,3,1,2,0,0
74564,4,1,1,1,4,4,4,1,1,3,4,4,2,4,391,354
63540,2,5,2,3,5,2,4,5,3,3,5,3,5,5,28,24
24794,1,4,1,4,4,3,3,3,3,1,3,4,3,2,1,6
122538,4,4,4,4,4,4,5,4,4,4,4,3,4,4,0,0
103582,3,3,3,3,4,4,4,5,5,5,5,5,5,4,11,0
56611,1,3,3,3,1,1,1,1,4,5,3,2,4,1,10,14
28420,4,3,3,3,4,5,2,4,4,4,4,3,4,2,0,0
4202,1,1,1,1,5,4,5,5,5,4,5,3,5,3,0,0
51912,3,3,3,4,3,3,3,3,4,5,3,3,3,3,0,0
77455,3,5,3,3,4,4,4,4,4,4,4,4,4,3,26,16
34384,4,1,1,1,2,2,4,4,4,4,4,4,4,5,0,0
108583,3,3,3,3,4,4,5,5,5,5,5,5,5,5,2,9
47534,3,2,3,3,2,4,4,4,4,3,4,2,4,4,0,0
56356,3,1,3,3,2,3,2,2,2,2,2,1,3,2,0,0
120922,2,2,2,2,3,5,4,4,4,4,4,4,4,3,0,1
58177,1,1,1,2,2,1,2,2,1,2,2,4,3,2,0,6
118731,3,4,3,4,3,4,5,4,4,3,4,5,4,4,9,7
90511,5,0,5,3,1,5,1,1,3,2,4,4,5,1,0,0
97971,5,5,5,1,5,5,5,5,5,2,5,5,4,5,0,0
125628,1,4,4,4,1,4,3,1,1,1,1,4,1,2,0,1
27597,2,5,2,5,2,2,2,2,2,1,1,2,4,2,0,7
63620,5,4,5,5,1,4,1,1,5,5,4,3,5,1,0,0
7313,4,3,3,3,1,4,4,4,4,4,4,2,4,2,0,0
60808,1,1,1,1,2,1,2,2,5,4,4,5,5,2,0,40
60691,3,2,2,3,1,2,1,1,4,5,4,3,5,1,9,1
59181,2,2,2,2,4,4,4,4,4,4,4,4,5,4,26,37
12914,3,4,4,4,3,3,3,3,4,3,4,4,3,3,15,5
116840,2,4,4,4,3,4,4,2,2,2,2,4,2,4,22,20
69667,2,5,2,2,4,1,5,2,2,2,2,1,2,1,31,19
25165,1,1,1,1,4,1,5,3,3,3,3,4,3,3,0,0
44810,3,5,5,5,3,3,3,3,4,2,3,2,3,3,84,52
61480,1,2,2,2,1,1,1,1,1,3,2,1,3,1,0,5
18837,4,3,3,3,4,4,4,4,4,1,3,3,2,4,0,0
14815,2,2,2,2,2,1,4,2,2,2,2,5,2,5,0,0
99451,1,1,1,1,5,4,4,4,4,4,4,4,4,5,0,0
26730,4,4,4,4,4,4,4,4,4,1,1,4,5,4,138,138
72833,1,2,2,5,4,1,4,4,3,4,5,5,4,4,0,0
35839,1,5,5,5,1,1,1,1,1,3,3,4,3,1,0,0
85083,2,2,4,2,5,4,4,3,3,3,3,4,3,4,2,0
30869,1,1,1,1,4,4,4,4,5,3,4,2,4,4,1,0
68537,3,4,4,4,3,3,3,3,4,5,3,3,4,3,13,7
128680,1,5,1,1,1,3,2,3,5,3,4,2,5,2,0,0
22701,2,5,2,1,1,2,1,1,4,5,4,5,5,1,0,0
648,3,0,3,2,2,3,2,2,5,2,4,4,5,2,0,0
118114,5,1,1,1,2,4,2,5,5,5,5,5,5,4,0,0
126525,1,5,1,2,5,1,5,5,1,4,4,5,5,5,2,16
19161,4,2,4,3,2,4,4,2,2,1,4,4,3,2,0,0
115947,5,5,2,3,3,2,5,3,4,3,2,3,5,3,102,93
30140,4,3,4,3,2,4,2,2,4,1,3,3,3,2,0,0
90391,0,1,0,3,4,0,4,4,2,3,3,1,4,4,5,0
101207,3,5,3,2,4,3,4,4,4,4,4,4,5,4,0,2
97585,3,4,3,3,2,3,4,2,4,2,5,4,4,2,30,22
84479,3,3,3,3,3,3,3,3,5,5,3,3,4,3,0,0
100862,3,3,3,3,3,3,5,4,4,4,4,3,4,5,0,21
104965,5,5,5,5,2,4,4,5,5,4,5,5,5,3,6,23
34543,5,5,5,5,4,4,4,4,4,2,5,3,4,4,0,0
44756,1,4,2,4,4,2,3,4,2,1,4,3,4,4,0,0
2808,2,0,2,4,2,2,2,2,4,3,5,1,1,2,0,0
55878,4,4,4,4,3,4,4,4,4,4,4,3,4,3,0,0
73367,4,4,4,4,2,5,5,3,3,3,3,3,3,3,0,0
74797,4,4,4,4,3,4,4,4,4,4,4,3,4,5,0,0
51402,2,2,2,3,4,2,3,4,4,3,3,4,3,4,25,17
71178,2,5,5,5,2,4,3,2,2,2,2,2,2,3,11,
60445,2,2,1,2,2,4,4,4,4,4,4,4,4,3,70,61
20052,4,5,5,5,4,3,4,4,3,5,3,4,3,4,0,0
6544,3,4,3,5,5,2,2,5,5,3,5,2,5,3,0,0
572,3,3,3,3,4,3,3,4,3,2,3,2,4,4,0,0
108243,1,1,1,3,2,1,2,2,5,2,5,3,4,2,10,2
125423,2,2,2,2,4,5,4,5,5,5,5,5,5,4,0,0
92598,4,1,3,1,4,4,4,4,4,3,4,4,3,4,35,27
78532,2,1,2,4,5,4,3,5,5,2,5,4,5,3,0,0
26676,4,4,2,4,1,2,1,1,5,2,4,3,5,1,10,0
54,3,3,3,3,2,5,4,4,4,4,4,5,4,5,0,0
27765,2,2,2,5,5,2,5,5,1,5,4,1,1,5,0,0
724,2,2,4,2,1,2,2,1,1,1,2,2,1,4,0,0
105173,2,4,2,3,1,2,1,1,4,3,5,3,4,1,1,0
84681,1,1,1,3,1,1,2,1,3,1,4,4,4,1,5,28
125038,3,3,3,3,3,3,3,4,1,2,4,3,2,3,7,32
38551,2,2,2,2,1,2,1,1,2,2,1,3,1,1,0,0
83080,5,3,3,3,4,5,4,4,1,1,3,1,3,4,1,8
49286,3,3,3,3,4,4,5,4,2,3,4,4,5,4,0,1
116830,3,3,3,3,4,4,4,5,5,5,5,5,5,4,0,0
63965,5,5,5,5,4,4,5,5,5,5,5,5,5,4,0,3
126654,3,2,3,4,3,3,3,3,4,5,4,3,4,3,0,4
66822,5,5,5,5,2,5,4,5,5,5,5,4,5,5,85,75
79070,3,2,2,2,3,3,1,3,1,2,1,1,2,3,0,24
66385,3,3,3,3,4,3,5,4,3,4,5,3,5,4,0,0
31441,0,5,0,2,2,5,2,2,5,1,1,3,2,2,28,22
345,1,1,1,2,2,1,4,2,4,5,3,3,2,2,23,17
122391,2,4,2,2,5,5,4,3,3,2,3,2,3,5,0,0
14185,1,1,1,1,5,1,5,5,3,3,2,5,5,5,14,9
22414,2,3,2,4,1,2,1,1,4,4,5,1,5,1,0,5
128342,1,1,1,1,5,5,5,4,4,4,4,5,4,3,0,0
36866,2,5,2,2,2,2,2,2,3,1,4,3,4,2,0,5
24989,2,4,4,4,1,3,4,2,2,2,2,4,2,4,0,0
29576,5,5,5,5,5,5,4,5,5,5,5,5,5,2,0,0
101347,3,4,3,2,2,3,2,2,4,3,4,4,5,2,22,12
124722,3,4,3,3,1,3,1,1,3,4,5,4,5,1,0,80
61125,3,3,3,3,5,5,4,4,4,4,4,4,4,3,3,16
84166,2,0,2,3,1,2,1,1,4,2,4,3,5,1,0,0
87276,2,2,2,3,4,2,3,4,3,2,5,5,5,4,0,0
98810,4,4,4,4,4,4,5,4,4,4,4,3,4,3,3,0
37071,1,2,2,3,3,2,4,3,3,1,4,4,2,3,0,0
41247,2,4,2,2,3,4,4,5,5,2,5,4,5,3,7,8
66358,2,5,5,5,2,3,2,2,2,2,2,1,2,3,17,11
62949,5,5,4,5,4,5,4,4,4,4,4,4,4,5,9,2
9050,2,4,4,4,5,4,4,2,2,2,2,2,2,2,47,39
11606,2,4,2,2,1,2,3,5,5,2,5,5,5,2,4,0
118301,5,5,5,5,4,4,4,4,3,2,4,4,4,4,0,0
32719,5,4,4,4,5,5,5,5,1,4,2,1,2,5,0,0
52943,4,5,5,5,2,1,1,4,4,4,4,4,4,4,0,0
79471,3,3,3,4,4,3,1,4,4,1,4,2,3,4,34,41
89316,3,4,3,3,2,4,4,5,5,3,2,5,5,5,52,31
108588,5,5,5,5,5,4,4,4,4,4,4,3,4,3,21,26
1626,3,3,3,3,2,5,4,5,5,5,5,5,5,4,0,0
27153,1,1,1,4,1,5,5,4,3,3,4,5,4,5,0,33
103994,1,1,1,1,4,4,4,4,3,3,5,5,4,4,29,15
37592,2,2,2,4,5,2,5,5,2,4,3,1,3,5,28,23
103408,2,1,2,3,2,3,2,4,3,2,3,2,4,2,196,214
72953,4,4,4,4,4,4,4,4,3,3,4,5,5,4,0,0
106645,3,3,3,3,5,5,4,4,4,4,4,3,4,4,16,17
115998,2,4,3,5,2,3,2,2,3,2,5,4,4,2,0,14
37062,3,3,3,3,5,5,5,5,4,4,3,1,1,5,5,0
99461,3,3,3,3,5,4,5,3,3,4,3,4,3,3,9,1
120454,2,4,2,2,3,5,5,2,2,2,2,1,2,5,83,83
6833,4,1,0,3,5,0,4,5,1,2,4,1,3,5,16,17
86291,4,2,3,3,3,3,2,3,3,5,3,4,3,3,2,4
70596,4,4,4,4,4,4,4,4,4,5,5,4,4,4,0,0
3434,1,4,0,2,4,4,5,1,1,0,1,4,1,4,0,2
54096,1,4,1,1,3,5,4,3,3,1,4,5,3,3,13,0
123751,0,4,0,2,3,5,5,2,2,2,2,3,2,4,0,0
88288,2,2,2,2,4,4,4,5,5,4,5,5,5,5,0,0
51598,3,0,3,2,3,3,3,3,5,5,1,1,3,3,0,0
36438,1,1,1,4,4,1,4,4,4,3,3,4,4,4,0,0
52606,5,5,3,5,5,5,5,5,5,2,3,1,2,5,0,0
6987,5,5,5,5,4,4,5,5,5,5,5,3,5,3,12,8
13545,3,3,3,4,2,3,2,2,4,4,4,2,4,2,0,8
29602,5,5,5,5,3,4,3,3,5,3,2,3,5,3,0,0
104614,1,2,4,3,2,4,2,2,2,3,3,2,3,2,0,0
31371,2,3,3,3,2,2,2,2,4,3,2,4,3,2,5,10
79357,4,4,4,3,2,4,2,2,3,3,3,4,4,2,0,0
68285,2,5,5,5,4,3,3,2,2,2,2,3,2,2,6,38
107805,0,1,0,3,1,0,4,1,5,5,4,4,4,1,9,0
61490,1,3,5,5,5,2,2,1,1,1,1,3,1,1,92,78
104490,3,3,3,1,3,3,3,3,1,5,2,1,5,3,0,0
77862,3,5,3,3,5,4,4,2,2,3,1,5,2,5,0,0
20905,3,3,3,3,3,2,2,5,5,5,5,1,5,5,0,0
28980,4,4,4,4,5,5,5,5,1,5,4,2,4,5,29,31
86246,4,4,4,3,5,4,5,5,4,5,4,5,5,5,0,0
81750,4,4,4,5,3,4,5,3,3,5,5,5,5,3,0,0
87702,4,4,4,4,3,4,3,3,1,3,4,1,4,3,0,0
67831,5,5,5,4,4,5,4,4,5,3,1,5,3,4,0,8
68217,4,4,4,4,4,4,4,4,3,5,4,4,4,4,0,0
38966,0,0,0,1,5,1,4,4,4,4,4,1,4,1,13,0
93108,5,4,5,4,4,5,4,4,3,2,4,5,5,4,13,0
113400,1,0,1,4,3,1,3,3,3,2,5,4,5,3,1,10
60747,3,3,3,3,2,5,4,5,5,5,5,4,5,5,0,0
55988,2,2,2,2,2,2,2,5,2,5,5,2,5,2,0,12
72178,2,2,4,2,5,5,5,5,5,2,5,3,5,5,0,4
117305,1,1,1,3,1,1,1,1,3,3,2,3,2,1,17,8
37889,2,2,2,2,2,2,2,2,2,2,2,2,3,2,13,9
34871,2,2,2,2,3,4,4,2,2,2,2,4,2,2,0,0
92768,4,4,4,4,4,3,4,4,4,4,4,4,4,5,25,18
119464,2,2,2,3,4,2,4,4,4,2,5,5,5,4,0,0
10537,2,2,2,2,5,4,5,4,4,4,4,3,4,5,0,0
53491,1,4,1,5,1,4,4,4,4,5,4,4,3,4,0,0
121455,0,0,0,4,3,0,3,3,3,1,3,2,3,3,0,0
67545,3,1,3,4,4,3,3,5,5,3,5,2,5,3,0,0
1314,0,0,0,3,4,5,5,3,3,1,1,4,3,5,0,0
94600,0,0,0,2,3,3,3,3,5,3,4,4,4,3,8,0
7171,2,1,2,3,2,4,4,1,3,4,3,4,2,4,140,133
46310,3,3,3,3,1,4,4,5,5,5,5,2,5,3,0,0
123935,4,5,4,3,4,4,4,4,2,5,2,4,4,4,0,14
105931,3,4,4,4,5,4,4,3,3,3,3,2,3,2,0,0
33450,3,4,3,3,1,3,1,1,4,5,5,4,4,1,0,2
80905,2,2,3,2,5,5,5,5,5,5,5,5,5,5,8,7
7788,5,5,5,5,4,5,5,2,2,2,2,3,2,3,0,0
98656,0,4,0,3,4,0,4,4,4,2,5,5,4,4,4,14
95371,1,4,1,2,5,4,5,1,1,1,1,4,1,4,9,3
79030,3,2,4,2,5,3,3,3,3,3,3,1,3,3,22,12
4517,3,2,3,3,5,3,5,5,1,3,3,1,4,5,0,0
57978,3,3,3,1,4,3,4,4,4,2,5,4,5,4,0,0
25412,4,3,3,3,2,3,2,2,2,3,4,3,4,2,13,18
61713,4,4,4,3,3,4,3,3,4,5,3,3,2,3,20,9
52626,4,3,3,3,4,4,4,4,1,3,4,3,2,4,0,7
127542,4,2,1,2,4,4,4,4,2,2,3,4,4,4,1,0
88620,3,4,3,1,2,4,5,1,1,3,1,3,1,4,7,10
64550,3,3,3,3,3,4,4,3,3,4,3,3,3,4,2,0
48895,3,4,4,4,3,3,3,3,1,3,2,2,4,3,0,0
38449,2,2,2,2,2,3,5,5,5,5,5,1,5,1,0,0
65560,0,0,0,3,4,4,4,3,3,3,2,3,3,5,0,0
32993,2,5,2,3,4,2,4,4,3,2,4,4,5,4,0,0
13502,4,4,3,4,5,1,5,4,4,4,3,1,4,3,0,0
2173,3,1,1,1,3,3,3,3,3,3,3,1,3,2,0,2
48856,5,5,5,5,4,2,4,4,4,4,4,1,4,1,26,32
59146,1,5,1,5,3,1,3,3,4,2,4,4,5,3,71,69
31611,2,2,2,2,5,5,5,5,3,4,4,4,5,5,0,0
51347,4,4,4,4,4,4,4,4,1,4,5,2,5,4,0,0
6276,1,2,1,2,1,1,1,1,1,3,3,3,4,1,37,47
63905,4,3,3,3,3,3,3,4,4,4,4,4,4,1,3,9
77054,0,0,1,1,1,1,1,1,4,3,4,5,5,1,0,0
89004,2,2,2,2,2,4,4,4,4,4,4,4,4,4,29,20
105694,2,2,4,2,4,4,5,4,4,4,4,4,4,3,0,0
35834,1,5,5,5,1,2,2,1,1,1,1,3,1,4,0,19
56536,1,4,1,2,5,1,3,5,3,4,4,4,5,5,20,41
99710,4,4,4,4,4,4,5,4,4,4,4,5,4,3,6,6
87573,3,1,1,1,4,3,2,3,3,3,3,1,3,4,44,31
80180,1,3,1,4,1,2,2,3,1,4,3,2,1,2,0,7
56048,3,3,3,3,2,2,2,4,2,5,5,2,2,2,0,8
107581,1,2,2,2,4,2,4,4,4,2,5,4,5,4,1,0
61166,2,2,2,2,4,5,5,5,5,5,5,3,5,5,0,0
117683,5,5,5,5,3,0,3,3,4,3,4,5,5,3,2,0
57563,4,4,4,4,3,4,3,3,5,2,5,5,4,3,39,27
99619,1,1,1,1,3,4,4,4,4,4,4,4,4,3,0,0
107647,4,4,4,4,5,5,5,5,3,4,5,3,5,5,0,0
74252,1,2,3,2,2,3,4,1,1,1,1,3,1,2,2,17
62533,0,0,0,2,1,0,1,1,3,5,4,3,4,1,10,0
71707,3,2,3,4,3,3,3,3,4,3,2,1,3,3,26,31
96560,2,2,2,2,2,4,5,5,5,5,5,5,5,3,1,3
14811,2,2,2,4,3,2,3,3,4,4,3,4,3,3,0,0
122911,1,1,1,1,2,4,5,4,4,4,5,5,4,4,2,0
28742,4,4,4,4,5,5,5,5,4,1,5,3,2,5,0,0
107288,4,1,4,4,1,4,1,1,1,2,3,2,4,1,22,19
15304,1,5,5,5,1,1,1,1,2,1,2,2,3,1,54,30
42439,3,3,2,4,5,4,3,5,5,2,5,2,5,1,0,0
73048,1,1,0,4,5,0,5,5,4,2,4,4,3,5,0,0
97924,4,4,4,4,2,2,2,2,4,3,4,4,4,2,0,0
77121,4,5,4,4,3,4,3,3,2,4,1,1,5,3,0,0
126248,3,3,3,3,5,4,4,3,3,3,3,4,3,1,0,0
105452,3,5,5,5,3,3,3,3,4,2,3,3,3,3,45,40
125298,3,3,3,3,5,4,5,4,4,4,4,5,4,4,0,0
81252,1,5,2,4,4,4,5,2,2,2,2,5,2,3,0,0
122104,2,4,2,1,5,2,5,5,5,5,5,5,5,5,0,0
27857,5,2,5,3,3,5,3,3,3,4,4,1,3,3,0,4
81002,3,4,3,1,3,4,5,3,3,3,3,3,3,3,0,0
99618,4,0,4,1,2,4,2,2,3,5,4,5,4,2,0,0
55360,2,2,2,4,4,2,4,4,4,5,5,3,5,4,0,0
113171,4,5,4,1,3,4,3,3,3,3,4,3,5,3,6,11
121782,5,5,5,5,2,4,5,4,4,4,4,3,4,5,5,18
38897,4,5,4,1,5,4,5,5,4,2,4,4,3,5,0,14
38145,4,5,4,3,4,4,4,4,5,4,4,3,4,4,0,5
62969,3,3,3,3,5,5,5,5,4,4,4,5,4,5,0,9
47189,3,4,4,4,3,3,3,3,1,4,3,3,3,3,0,0
113800,3,3,5,3,5,5,5,4,4,4,4,4,4,5,0,0
70782,2,5,5,5,1,4,3,2,2,2,2,1,2,3,0,0
9604,2,4,2,2,5,2,5,5,5,5,4,5,4,5,21,23
31589,4,1,4,3,4,4,5,4,3,4,4,2,3,4,18,18
56134,4,4,4,4,4,4,4,4,4,4,4,3,4,5,12,22
12972,1,1,1,1,2,4,4,4,4,4,4,5,4,5,2,4
127983,3,3,3,3,1,3,1,1,2,2,4,2,4,1,0,17
56174,1,1,1,1,1,1,1,1,1,1,4,4,4,1,88,125
116298,3,5,3,1,3,1,4,3,3,3,3,1,3,4,0,0
77985,3,5,5,5,1,3,4,3,3,3,3,1,3,4,0,0
25107,5,5,5,5,2,4,5,4,4,4,4,5,4,4,0,4
126039,3,3,3,3,5,4,5,4,4,4,4,5,4,5,0,3
2224,1,1,1,1,2,5,4,4,4,4,4,5,4,3,0,12
58557,4,4,4,3,1,4,3,1,3,4,3,4,5,1,15,10
35672,2,3,2,2,4,4,4,1,1,4,1,4,3,4,0,0
1790,4,5,5,4,3,5,3,3,3,2,5,5,4,3,0,0
6976,3,3,3,3,4,4,5,4,4,4,4,4,4,3,0,5
125953,5,5,5,5,5,5,4,2,2,2,2,5,2,3,9,3
101640,2,2,2,2,3,5,4,4,4,4,4,4,4,4,0,0
121004,3,4,3,3,4,5,4,4,4,3,1,3,4,3,10,17
83846,3,1,3,2,2,3,2,2,1,1,2,3,3,2,0,0
122445,4,4,4,4,3,4,3,3,3,4,4,5,5,3,0,0
72245,1,1,1,1,3,4,5,4,4,4,4,4,4,3,56,41
116814,1,1,1,1,5,5,5,5,4,4,5,5,4,5,11,0
36541,4,4,4,4,3,2,1,4,4,4,4,4,4,1,24,21
67369,2,2,2,2,3,4,5,4,4,4,4,3,4,5,0,0
73865,1,1,1,1,4,4,4,5,5,5,5,4,3,4,0,0
101040,1,1,1,1,2,4,5,4,4,4,4,4,4,4,0,1
74672,0,4,0,1,2,0,2,2,4,2,3,5,4,2,24,27
99763,2,4,2,4,3,2,3,3,1,1,3,1,2,3,0,3
34622,4,1,1,1,4,4,4,3,4,5,4,4,5,4,0,0
24728,2,4,5,3,1,5,1,1,4,3,4,3,5,1,25,38
99280,4,4,2,4,4,4,4,4,4,3,4,4,3,4,26,15
52688,5,1,1,1,5,4,5,5,5,5,5,5,5,3,0,0
39864,4,5,5,5,2,5,4,4,4,4,4,1,4,2,0,0
75491,2,2,2,4,1,2,1,1,4,2,4,3,5,1,0,0
41909,4,3,3,3,2,3,4,2,2,1,4,4,2,4,77,78
120670,2,3,3,3,4,4,4,2,2,2,2,4,2,2,0,0
81571,4,1,4,3,4,4,3,3,3,4,3,2,3,1,0,0
89443,3,4,0,1,3,0,2,3,5,3,5,3,4,3,0,0
123749,4,1,1,1,4,4,4,4,4,3,3,3,4,4,0,1
30970,3,5,3,4,4,3,4,4,5,5,5,4,4,4,0,0
122511,3,2,2,2,4,4,3,3,3,4,3,1,3,2,10,0
79995,3,5,3,3,5,4,4,2,2,3,2,4,2,5,28,31
116226,2,4,2,4,3,2,3,3,4,4,4,2,3,3,12,2
68016,3,3,3,1,4,3,4,4,3,4,4,5,5,4,0,0
88328,2,5,5,5,4,2,3,2,2,2,2,1,2,4,0,0
117198,1,5,4,3,2,5,5,4,4,4,3,3,4,4,0,0
38687,3,2,2,2,3,3,3,3,1,4,3,3,4,3,0,0
96493,3,3,3,3,5,3,2,3,3,3,3,1,3,2,0,2
59461,4,4,4,4,3,4,2,3,4,2,4,4,4,3,2,0
23374,2,4,2,4,1,2,1,1,3,5,4,5,5,1,91,120
69653,2,1,3,3,2,3,2,2,1,1,3,3,4,2,0,0
13405,5,0,5,3,1,5,1,1,3,3,4,4,4,1,0,0
122703,1,4,4,4,1,1,1,1,4,2,3,2,3,1,1,0
72292,3,2,3,3,3,3,3,3,3,3,4,4,3,3,112,95
19474,2,2,2,2,2,2,2,2,3,3,3,4,2,2,1,0
14088,3,4,4,4,3,3,4,3,3,3,3,4,3,2,0,2
121998,3,3,4,3,5,4,5,5,5,5,4,5,5,3,25,24
124984,4,4,4,4,5,5,5,3,3,4,4,3,3,4,0,0
89674,4,2,1,1,4,4,4,1,3,3,2,4,3,4,187,214
105723,2,4,5,5,2,2,2,2,2,3,3,4,3,2,19,7
84873,3,4,3,4,2,3,2,2,3,5,3,1,3,2,0,0
111159,4,4,4,1,3,4,3,3,4,3,1,3,1,3,11,0
82773,4,5,4,2,5,4,5,5,4,4,5,3,5,5,0,0
22778,2,0,3,2,5,3,5,5,4,3,1,1,4,5,21,50
106793,3,3,3,3,3,3,3,4,3,4,5,3,4,3,131,125
66432,5,5,5,5,4,4,4,3,3,3,3,3,3,4,0,0
2784,3,2,2,2,3,2,2,3,3,3,3,2,3,1,57,54
44334,3,5,5,5,3,4,3,3,4,4,5,2,2,3,0,0
105174,1,5,1,3,5,1,5,5,4,5,3,4,5,5,11,1
129036,5,3,5,3,5,3,3,2,2,5,3,3,2,1,0,5
4601,2,5,2,4,3,2,3,3,1,3,4,5,2,3,0,1
125404,3,4,3,4,4,5,5,1,1,3,1,5,1,3,25,38
64238,2,2,2,1,1,2,1,1,3,3,4,3,5,1,11,7
37229,3,3,3,3,3,1,4,1,2,3,4,4,1,4,170,164
32894,2,3,2,3,4,2,4,4,3,5,3,1,4,4,4,10
92601,4,4,4,3,4,4,4,4,3,5,4,3,5,4,12,0
42458,4,5,4,1,5,4,5,5,5,3,5,4,4,5,0,0
81057,2,4,2,4,5,2,4,5,5,2,3,4,5,5,0,0
116563,5,5,4,5,3,5,4,4,4,4,4,3,4,3,0,0
28716,5,1,5,1,5,5,5,2,3,5,3,5,3,5,0,7
100696,2,4,2,4,2,4,3,1,1,2,1,4,1,1,20,6
119588,3,2,3,4,3,4,4,4,4,2,4,4,1,4,0,5
76710,3,5,3,3,2,3,2,2,4,5,4,5,5,2,0,4
